RYA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
DATA=
TIMEZONE_OFFSET=120
a1496143140,0.06
a1496230140,0.06
a1496300700,0.051
384,0.069
a1497613260,0.066
a1497855900,0.062
"
