BVB
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
91,6.379
96,6.368
103,6.368
104,6.367
106,6.379
107,6.379
108,6.399
113,6.389
117,6.381
125,6.395
129,6.398
140,6.383
142,6.396
143,6.401
144,6.4
145,6.396
146,6.396
166,6.384
167,6.398
169,6.384
170,6.384
178,6.384
191,6.384
196,6.394
197,6.396
205,6.394
207,6.401
215,6.402
218,6.394
224,6.399
227,6.396
229,6.396
236,6.396
237,6.396
238,6.39
245,6.395
251,6.39
252,6.4
253,6.428
262,6.42
266,6.42
291,6.391
304,6.391
306,6.392
307,6.403
309,6.403
310,6.4
311,6.398
330,6.404
345,6.395
346,6.395
347,6.389
349,6.38
350,6.392
351,6.39
362,6.39
365,6.39
374,6.377
379,6.37
380,6.352
382,6.35
385,6.331
400,6.345
404,6.352
407,6.348
408,6.345
412,6.348
413,6.331
416,6.346
426,6.357
428,6.357
436,6.352
437,6.358
446,6.357
460,6.362
461,6.371
462,6.382
463,6.383
464,6.388
465,6.385
466,6.393
468,6.4
469,6.39
470,6.381
478,6.378
482,6.382
484,6.388
485,6.382
493,6.383
494,6.38
495,6.38
500,6.378
501,6.381
502,6.384
504,6.384
506,6.382
507,6.382
a1497596580,6.375
1,6.379
2,6.395
7,6.382
24,6.378
25,6.363
33,6.364
35,6.363
36,6.382
40,6.382
45,6.38
49,6.384
53,6.387
55,6.392
57,6.387
64,6.393
74,6.392
80,6.393
81,6.394
91,6.417
99,6.43
109,6.445
112,6.427
114,6.443
116,6.428
119,6.427
122,6.432
132,6.412
136,6.429
144,6.414
145,6.416
153,6.416
172,6.426
173,6.426
177,6.416
181,6.426
186,6.421
205,6.433
206,6.434
210,6.44
212,6.441
222,6.441
226,6.441
227,6.446
230,6.442
231,6.435
237,6.441
239,6.444
240,6.444
241,6.442
242,6.44
245,6.443
246,6.434
252,6.416
253,6.412
254,6.41
263,6.412
271,6.424
272,6.42
277,6.435
278,6.435
304,6.428
305,6.432
312,6.445
314,6.447
329,6.436
330,6.423
332,6.421
333,6.421
336,6.427
337,6.427
341,6.433
357,6.417
362,6.418
373,6.419
377,6.419
384,6.431
394,6.431
397,6.435
398,6.436
402,6.44
404,6.449
405,6.44
415,6.45
417,6.46
418,6.465
421,6.472
423,6.472
424,6.487
427,6.487
430,6.488
431,6.49
436,6.489
440,6.495
444,6.483
446,6.476
451,6.462
452,6.462
453,6.45
458,6.441
459,6.453
461,6.479
462,6.472
463,6.49
465,6.495
467,6.475
468,6.475
473,6.47
478,6.47
481,6.465
483,6.461
484,6.447
486,6.456
492,6.456
495,6.456
498,6.465
500,6.465
501,6.465
503,6.464
505,6.464
506,6.466
507,6.469
a1497855780,6.479
2,6.474
3,6.48
4,6.492
5,6.502
6,6.503
15,6.485
16,6.48
17,6.477
19,6.476
22,6.454
33,6.454
44,6.462
50,6.449
62,6.455
63,6.465
67,6.445
69,6.413
83,6.424
88,6.452
100,6.441
105,6.445
110,6.452
115,6.464
126,6.469
129,6.462
130,6.471
134,6.471
145,6.48
146,6.47
147,6.49
155,6.48
161,6.486
164,6.471
211,6.48
216,6.474
221,6.477
230,6.476
236,6.478
245,6.47
255,6.477
264,6.484
279,6.476
304,6.48
318,6.461
336,6.466
340,6.456
366,6.466
371,6.457
385,6.457
391,6.454
413,6.459
417,6.458
432,6.459
436,6.465
437,6.466
440,6.47
450,6.462
454,6.462
461,6.46
466,6.455
467,6.458
468,6.45
469,6.458
478,6.455
479,6.456
480,6.455
487,6.454
488,6.46
492,6.462
494,6.461
499,6.462
500,6.458
502,6.452
504,6.445
505,6.445
506,6.449
507,6.45
"
