IFXA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484661480,16.31,16.31,16.31,16.31,100
a1484821440,16.31,16.31,16.31,16.31,30
a1484901240,16.45,16.45,16.45,16.45,350
a1485158460,16.18,16.18,16.18,16.18,15
a1485245880,16.43,16.43,16.43,16.43,1
a1485331260,16.5,16.5,16.5,16.5,30
365,16.85,16.85,16.85,16.85,9
a1485421200,17.19,17.19,17.19,17.19,20
220,17,17,17,17,100
411,17.115,17.115,17.115,17.115,500
a1485512580,16.985,16.985,16.985,16.985,415
a1485763260,16.94,16.94,16.94,16.94,200
"
