YCP
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484658000,47.485,47.485,47.485,47.485,15
a1484813100,47.19,47.19,47.19,47.19,1196
1,47.19,47.19,47.19,47.19,804
4,47.2,47.2,47.2,47.2,300
5,47.25,47.25,47.25,47.25,200
390,47.47,47.47,47.47,47.47,847
391,47.47,47.47,47.47,47.47,1135
392,47.47,47.47,47.47,47.47,18
a1484922720,47.46,47.46,47.385,47.385,4031
71,47.66,47.66,47.66,47.66,15
a1485263040,46.55,46.55,46.55,46.55,163
10,46.55,46.55,46.55,46.55,301
86,46.63,46.63,46.625,46.625,200
110,46.68,46.68,46.68,46.68,515
a1485341820,46.6,46.6,46.6,46.6,60
191,46.605,46.605,46.605,46.605,1
232,47.46,47.46,47.46,47.46,1436
240,47.5,47.5,47.46,47.46,764
262,47.57,47.57,47.57,47.57,185
a1485417900,47.965,47.965,47.965,47.965,34
397,47.6,47.6,47.6,47.6,16
a1485504300,47.19,47.19,47.19,47.19,43
a1485787380,45.495,45.495,45.495,45.495,45
6,45.01,45.01,45.01,45.01,1334
"
