CNN1
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484669520,27,27.005,27,27.005,690
a1484818560,26.99,26.99,26.99,26.99,150
a1484929320,27.005,27.005,27.005,27.005,194
1,26.7,27,26.7,27,514
a1485158700,26.795,26.795,26.795,26.795,100
a1485331500,27.19,27.19,27.19,27.19,125
163,27.49,27.49,27.49,27.49,793
259,27.5,27.5,27.5,27.5,7
291,27.265,27.265,27.265,27.265,450
390,27.5,27.5,27.5,27.5,186
a1485417900,27.505,27.505,27.505,27.505,600
207,27.605,27.605,27.605,27.605,793
a1485504300,27.765,27.765,27.765,27.765,40
137,27.325,27.325,27.325,27.325,50
a1485778140,27.45,27.45,27.45,27.45,130
"
