HAW
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484644920,44.5,44.5,44.5,44.5,40
6,44.995,44.995,44.995,44.995,15
82,44.995,44.995,44.995,44.995,65
a1484730900,45.15,45.15,45.09,45.09,200
11,45.24,45.24,45.24,45.24,200
47,45.295,45.295,45.295,45.295,12
223,45.295,45.295,45.295,45.295,16
241,45.3,45.3,45.3,45.3,35
423,45.2,45.2,45.2,45.2,325
a1484817900,44.58,44.585,44.58,44.585,200
101,45.17,45.17,45.17,45.17,49
103,44.8,44.805,44.8,44.805,333
112,45.17,45.17,45.17,45.17,11
268,45.3,45.3,45.17,45.17,1000
269,45.3,45.3,45.3,45.3,510
270,45.3,45.3,45.3,45.3,1297
271,45.45,45.45,45.45,45.45,58
351,45.7,45.7,45.7,45.7,410
380,45.75,45.75,45.7,45.7,131
389,45.8,45.8,45.8,45.8,62
406,45.65,45.65,45.65,45.65,1
a1484905260,45.7,45.705,45.7,45.705,167
1,45.7,45.705,45.7,45.705,200
49,45.995,45.995,45.995,45.995,41
132,45.995,45.995,45.995,45.995,15
141,45.7,45.7,45.7,45.7,6
143,45.7,45.7,45.7,45.7,100
151,45.85,45.85,45.85,45.85,13
183,46,46,45.85,45.85,360
233,46,46,45.995,45.995,272
238,45.9,45.9,45.9,45.9,240
241,45.6,45.685,45.6,45.685,226
242,45.48,45.48,45.48,45.48,199
258,45.5,45.505,45.5,45.5,325
343,45.7,45.7,45.7,45.7,50
a1485158580,46.2,46.2,46.2,46.2,395
2,46.495,46.495,46.495,46.495,14
29,46.495,46.495,46.495,46.495,59
190,46.5,46.5,46.495,46.495,100
252,46.3,46.3,46.3,46.3,30
261,46.2,46.2,46.2,46.2,100
a1485244980,46.49,46.49,46.49,46.49,10
47,46.2,46.2,46.2,46.2,160
103,46.485,46.485,46.485,46.485,13
164,46,46.005,46,46.005,156
165,45.9,45.9,45.9,45.9,150
172,46.005,46.005,46.005,46.005,142
173,45.9,46.015,45.9,46.015,417
256,46.485,46.485,46.485,46.485,45
261,46.485,46.485,46.485,46.485,10
326,46.22,46.22,46.215,46.215,200
486,46,46.005,46,46.005,410
a1485333420,47,47,46.485,46.485,650
113,46.22,46.995,46.22,46.355,183
116,46.865,46.865,46.22,46.22,475
117,46.235,46.235,46.235,46.235,491
147,46.235,46.235,46.235,46.235,108
150,46.235,46.235,46.235,46.235,6
214,46.895,46.895,46.895,46.895,13
297,46.25,46.25,46.25,46.25,58
315,46.01,46.1,46.01,46.1,23
356,46,46.005,46,46.005,301
367,46,46,46,46,400
377,46,46,46,46,250
398,46,46,46,46,49
461,46.4,46.4,46.395,46.395,143
463,46.495,46.495,46.495,46.495,10
465,46.41,46.415,46.41,46.415,1138
a1485417780,46.44,46.44,46.44,46.44,71
29,46.45,46.45,46.44,46.44,45
36,46.2,46.37,46.2,46.37,275
37,46.45,46.45,46.45,46.45,15
176,46.3,46.3,46.3,46.3,66
411,46.32,46.32,46.29,46.29,253
444,46.105,46.2,46.105,46.2,100
a1485504180,46.45,46.45,46.45,46.45,2
22,46.45,46.45,46.45,46.45,117
80,46.5,46.5,46.5,46.5,59
484,46.3,46.3,46.3,46.3,199
a1485764280,46.975,46.975,46.975,46.975,7
6,46.975,46.975,46.975,46.975,30
30,46,46.125,46,46.125,500
233,46.6,46.6,46.6,46.6,12
355,46,46.005,46,46.005,39
371,46.595,46.595,46.595,46.595,52
460,46,46.155,46,46.155,1000
487,46.715,46.715,46.715,46.715,75
"
