EFF
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484729160,0.821,0.821,0.82,0.821,16000
42,0.82,0.82,0.82,0.82,5000
277,0.81,0.81,0.81,0.81,295
430,0.815,0.815,0.815,0.815,10500
455,0.79,0.79,0.78,0.78,12000
a1484822580,0.753,0.753,0.753,0.753,2000
1,0.74,0.74,0.74,0.74,2000
5,0.721,0.741,0.721,0.741,4000
67,0.76,0.76,0.759,0.759,900
176,0.74,0.74,0.74,0.74,313
205,0.76,0.76,0.76,0.76,662
311,0.78,0.78,0.78,0.78,1300
a1484899500,0.76,0.76,0.76,0.76,4351
48,0.74,0.74,0.74,0.74,80
113,0.736,0.736,0.736,0.736,257
a1485158580,0.75,0.75,0.75,0.75,3500
111,0.73,0.73,0.73,0.73,328
a1485345780,0.78,0.78,0.78,0.78,600
95,0.72,0.72,0.72,0.72,2019
126,0.741,0.741,0.741,0.741,283
a1485438420,0.74,0.74,0.74,0.74,20
93,0.786,0.786,0.78,0.78,4400
120,0.76,0.76,0.76,0.76,1500
a1485505620,0.77,0.77,0.77,0.77,197
29,0.745,0.745,0.745,0.745,2303
73,0.741,0.741,0.741,0.741,272
172,0.741,0.741,0.741,0.741,2500
223,0.75,0.75,0.75,0.75,1000
270,0.75,0.75,0.75,0.75,1500
a1485763380,0.74,0.74,0.74,0.74,5000
142,0.74,0.74,0.74,0.74,272
379,0.74,0.74,0.74,0.74,3066
"
