CHL
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484752200,2.599,2.599,2.599,2.599,2000
3,2.599,2.599,2.599,2.599,1286
a1485271860,2.536,2.536,2.536,2.536,800
994,2.531,2.531,2.531,2.531,230
997,2.532,2.532,2.532,2.532,20000
a1485332100,2.54,2.541,2.54,2.541,15000
1,2.54,2.541,2.54,2.541,18000
3,2.54,2.54,2.54,2.54,2000
479,2.56,2.56,2.56,2.56,10000
a1485506280,2.6,2.6,2.6,2.6,170
132,2.555,2.576,2.555,2.576,23000
a1485768900,2.599,2.599,2.599,2.599,500
172,2.6,2.6,2.6,2.6,2000
226,2.6,2.6,2.6,2.6,500
298,2.58,2.58,2.58,2.58,2000
"
