WFM
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484752020,28.995,28.995,28.99,28.99,100
a1484840820,29.25,29.25,29.25,29.25,50
978,29,29,29,29,50
a1485158700,28.85,28.85,28.85,28.85,200
195,28.62,28.62,28.62,28.62,18
295,28.6,28.6,28.6,28.6,106
399,28.66,28.66,28.66,28.66,46
485,28.3,28.315,28.3,28.315,168
500,28.25,28.25,28.25,28.25,199
501,28.25,28.25,28.25,28.25,1
a1485270540,28.355,28.355,28.355,28.355,44
14,28.435,28.435,28.435,28.435,135
a1485354900,28.755,28.755,28.755,28.755,70
3,28.74,28.74,28.74,28.74,47
a1485441120,28.85,28.85,28.85,28.85,54
a1485509400,29.1,29.11,29.1,29.11,200
a1485763500,28.5,28.5,28.5,28.5,17
73,28.34,28.34,28.34,28.34,70
388,28.175,28.19,28.175,28.19,155
503,28.16,28.16,28.16,28.16,603
"
