NMK
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484912940,0.06,0.06,0.06,0.06,36000
a1485163560,0.059,0.059,0.059,0.059,850
a1485331500,0.07,0.07,0.07,0.07,1100
a1485522480,0.063,0.063,0.063,0.063,13425
a1485792120,0.067,0.067,0.067,0.067,1900
"
