DTEA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484646840,16.12,16.12,16.12,16.12,29
217,16.21,16.21,16.21,16.21,2200
a1484726460,16.28,16.28,16.28,16.28,20
244,16.25,16.25,16.25,16.25,600
432,16.195,16.195,16.195,16.195,100
454,16.195,16.195,16.195,16.195,35
a1484832060,16.175,16.175,16.175,16.175,120
96,16.28,16.28,16.28,16.28,61
a1484923680,16.41,16.41,16.41,16.41,150
68,16.41,16.41,16.41,16.41,1050
a1485159840,16.325,16.325,16.325,16.325,120
39,16.37,16.37,16.37,16.37,140
a1485246360,16.125,16.125,16.125,16.125,80
105,16.155,16.155,16.155,16.155,350
266,16.2,16.2,16.2,16.2,140
a1485341880,16.19,16.19,16.19,16.19,489
a1485421500,16.34,16.34,16.34,16.34,250
45,16.3,16.3,16.3,16.3,250
138,16.25,16.25,16.25,16.25,55
382,16.375,16.375,16.375,16.375,338
a1485506100,16.36,16.36,16.36,16.36,120
137,16.265,16.265,16.265,16.265,250
359,16.285,16.285,16.285,16.285,30
374,16.35,16.35,16.35,16.35,100
a1485778500,16.225,16.225,16.225,16.225,100
"
