NN6
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484726580,1.01,1.01,1.01,1.01,1000
209,1.01,1.01,1,1,2397
334,1.019,1.019,1.018,1.018,6000
a1484915400,1.018,1.018,1.018,1.018,100
a1485181500,1.018,1.018,1.017,1.017,1000
a1485244980,0.971,0.971,0.971,0.971,2740
a1485331500,1.034,1.034,1.031,1.031,5836
1,1.034,1.034,1.034,1.034,4164
3,1.012,1.012,1.012,1.012,4000
20,1.029,1.029,1.029,1.029,5000
132,1,1.011,0.999,1.011,15879
253,0.96,0.96,0.96,0.96,14211
381,0.999,0.999,0.999,0.999,1000
456,1,1,0.999,0.999,1000
a1485419100,1,1,1,1,250
92,1.01,1.01,1,1,4586
133,1.012,1.012,1.01,1.01,10000
301,0.999,0.999,0.999,0.999,10
a1485532980,0.98,0.981,0.98,0.981,2000
a1485773340,1,1,1,1,700
"
