NTT
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484726700,41.715,41.715,41.715,41.715,25
87,41.7,41.7,41.7,41.7,300
90,41.955,41.955,41.955,41.955,1700
242,41.96,41.96,41.96,41.96,15
a1484819460,42.05,42.05,42.05,42.05,119
a1484899560,42.15,42.15,42.15,42.15,9
a1485271680,41.75,41.75,41.75,41.75,150
26,41.6,41.6,41.6,41.6,145
a1485417900,41.235,41.235,41.235,41.235,12
164,41.11,41.11,41.11,41.11,23
330,41,41,41,41,400
a1485776400,40,40,40,40,600
221,40.3,40.3,40.3,40.3,259
"
