CEA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640480,15.895,15.895,15.895,15.895,2
354,15.155,15.155,15.155,15.155,70
357,15.895,15.895,15.895,15.895,1
a1484735760,15.1,15.1,15.1,15.1,500
81,15.12,15.125,15.12,15.125,185
323,15.595,15.595,15.45,15.45,100
a1484816880,15.6,15.6,15.595,15.595,200
347,15.6,15.6,15.295,15.295,1200
a1484899380,15.745,15.745,15.745,15.745,1
a1485246240,15.35,15.35,15.35,15.35,150
a1485349800,15.4,15.4,15.4,15.4,900
a1485417780,15.155,15.155,15.155,15.155,1
a1485508800,15.6,15.6,15.6,15.6,83
"
