T9Z
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640480,15.61,15.61,15.61,15.61,47
6,14.835,15.3,14.835,15.3,571
50,15.18,15.18,15.18,15.18,3421
51,15.18,15.18,15.18,15.18,579
176,15.05,15.05,15.05,15.05,231
469,15.05,15.05,15.05,15.05,69
493,14.95,14.95,14.95,14.95,320
a1484741580,15.265,15.265,15.265,15.265,130
a1484824740,15.88,15.88,15.88,15.88,3410
9,16.435,16.435,16.435,16.435,165
11,16.3,16.3,16.3,16.3,82
a1484902860,16,16,16,16,206
1,16,16,16,16,94
7,16.155,16.155,16.155,16.155,200
402,15.95,15.95,15.95,15.95,197
403,16.06,16.06,16.06,16.06,3
a1485158700,16.305,16.305,16.305,16.305,1000
467,16,16,16,16,1000
a1485245100,16.25,16.25,16.25,16.25,500
a1485333900,16.595,16.595,16.595,16.595,60
a1485530520,16.055,16.055,16.055,16.055,400
66,16.01,16.01,16.01,16.01,77
67,16.01,16.01,16.01,16.01,23
a1485772680,15.82,15.82,15.82,15.82,300
"
