ECK
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640240,29.45,29.5,29.45,29.5,85
139,29.795,29.795,29.795,29.795,85
144,29.5,29.805,29.5,29.805,500
279,30.225,30.225,30.225,30.225,35
298,30.22,30.22,30.22,30.22,300
a1484726580,30.21,30.21,30.21,30.21,8
a1484813100,30.485,30.485,30.485,30.485,80
101,30.97,30.97,30.97,30.97,212
144,30.85,30.85,30.85,30.85,37
180,31.21,31.21,31.21,31.21,400
190,32.3,32.3,32.3,32.3,1090
280,31.93,31.93,31.93,31.93,180
406,32.05,32.05,32.05,32.05,150
485,32.15,32.15,32.15,32.15,100
494,32.4,32.4,32.4,32.4,400
a1484899860,32.15,32.15,32.15,32.15,93
3,32.15,32.15,32.15,32.15,17
149,32.145,32.145,32.145,32.145,90
474,32.2,32.2,32.195,32.195,137
a1485267960,31.705,32,31.705,32,316
a1485333540,31.7,31.7,31.7,31.7,75
61,31.5,31.5,31.5,31.5,400
63,30.065,30.065,30.065,30.065,1250
73,30.745,30.745,30.745,30.745,35
75,30.88,30.88,30.88,30.88,65
80,30.485,30.485,30.485,30.485,1
106,30.68,30.68,30.68,30.68,200
152,30.68,30.68,30.68,30.68,100
a1485442200,30.885,30.885,30.885,30.885,50
64,30.23,30.23,30.23,30.23,4
a1485504180,30.77,30.77,30.77,30.77,40
2,30.7,30.7,30.7,30.7,14
4,30.765,30.765,30.53,30.53,172
6,30.595,30.595,30.595,30.595,119
7,30.6,30.6,30.6,30.6,100
84,30.77,30.77,30.77,30.77,300
99,30.98,30.98,30.78,30.78,250
118,30.695,30.695,30.695,30.695,39
a1485763380,30.99,30.99,30.99,30.99,65
"
