ABA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484659680,53.8,53.8,53.8,53.8,17
a1484816040,53.8,53.8,53.8,53.8,54
382,53.8,53.8,53.8,53.8,24
a1484913240,53.8,53.8,53.8,53.8,295
103,53.81,53.81,53.81,53.81,200
a1485171000,53.25,53.25,53.25,53.25,1
250,53.05,53.26,53.05,53.26,400
260,53.69,53.69,53.69,53.69,75
a1485248100,53.06,53.06,53.06,53.06,10
436,53.55,53.56,53.55,53.56,120
a1485422760,53.7,53.7,53.7,53.7,210
28,53.21,53.21,53.21,53.21,16
343,53.6,53.6,53.6,53.6,272
409,53.2,53.21,53.2,53.21,450
410,53.21,53.21,53.21,53.21,225
a1485508860,53.49,53.49,53.49,53.49,1
51,53.49,53.49,53.49,53.49,200
269,53.25,53.48,53.25,53.48,950
a1485763380,53.49,53.49,53.49,53.49,20
88,53.46,53.46,53.46,53.46,20
498,53.47,53.47,53.47,53.47,2
"
