R6C2
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484734680,54.7,54.7,54.7,54.7,932
a1484837460,54.7,54.7,54.65,54.65,1375
1,54.45,54.45,54.45,54.45,355
a1484902380,53.42,54.38,53.42,54.38,681
2,53.6,53.6,53.6,53.6,694
6,53.68,53.68,53.68,53.68,200
7,53.68,53.68,53.68,53.68,80
8,54.25,54.25,54.25,54.25,880
11,53.75,53.75,53.75,53.75,280
26,54.37,54.37,54.37,54.37,200
53,54.36,54.36,54.36,54.36,76
114,54.36,54.36,54.36,54.36,124
125,54.38,54.38,54.38,54.38,186
a1485519180,54.17,54.17,54.17,54.17,200
"
