DFTK
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484657580,1.84,1.84,1.84,1.84,600
42,1.84,1.84,1.84,1.84,770
88,1.84,1.84,1.84,1.84,230
a1484726760,1.785,1.804,1.785,1.804,2410
62,1.77,1.77,1.77,1.77,90
169,1.71,1.71,1.71,1.71,2500
172,1.701,1.701,1.701,1.701,2000
178,1.71,1.71,1.71,1.71,500
266,1.67,1.671,1.67,1.671,1500
270,1.65,1.65,1.65,1.65,1055
295,1.67,1.67,1.67,1.67,500
355,1.632,1.632,1.632,1.632,1000
358,1.632,1.632,1.632,1.632,395
363,1.608,1.608,1.608,1.608,1000
431,1.589,1.6,1.589,1.6,626
a1484815620,1.56,1.58,1.56,1.58,2148
1,1.58,1.58,1.56,1.56,1521
70,1.6,1.6,1.6,1.6,500
315,1.61,1.61,1.61,1.61,330
a1484902500,1.668,1.668,1.668,1.668,310
220,1.67,1.67,1.668,1.668,4159
222,1.75,1.75,1.75,1.75,841
291,1.7,1.7,1.7,1.7,1000
a1485158580,1.636,1.636,1.636,1.636,1636
7,1.589,1.589,1.589,1.589,2000
105,1.455,1.455,1.455,1.455,32
190,1.48,1.48,1.48,1.48,950
387,1.58,1.58,1.58,1.58,2570
a1485244980,1.65,1.65,1.65,1.65,500
a1485333240,1.622,1.622,1.622,1.622,2000
95,1.622,1.622,1.622,1.622,30
a1485426660,1.6,1.6,1.6,1.6,39
a1485766020,1.56,1.56,1.56,1.56,2000
95,1.5,1.5,1.5,1.5,1000
119,1.482,1.482,1.482,1.482,2000
194,1.5,1.5,1.499,1.499,1000
199,1.529,1.529,1.529,1.529,6
371,1.529,1.529,1.529,1.529,509
451,1.52,1.52,1.52,1.52,1000
"
