ARO
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640180,0.017,0.017,0.017,0.017,22870
120,0.019,0.019,0.019,0.019,20000
292,0.019,0.019,0.019,0.019,5000
a1484741520,0.018,0.018,0.018,0.018,1200
9,0.018,0.018,0.018,0.018,100
a1484815920,0.018,0.018,0.018,0.018,300
a1485158580,0.018,0.018,0.018,0.018,1100
66,0.018,0.018,0.018,0.018,710
355,0.018,0.018,0.018,0.018,200
413,0.019,0.019,0.019,0.019,46000
a1485333540,0.018,0.018,0.018,0.018,61935
12,0.018,0.018,0.018,0.018,7000
220,0.019,0.019,0.019,0.019,40000
244,0.018,0.018,0.018,0.018,1000
341,0.019,0.019,0.019,0.019,40000
a1485421320,0.018,0.018,0.018,0.018,50000
80,0.018,0.018,0.018,0.018,500
240,0.018,0.018,0.018,0.018,300
369,0.019,0.019,0.019,0.019,97315
388,0.019,0.019,0.019,0.019,152685
389,0.018,0.018,0.018,0.018,6955
a1485504180,0.02,0.02,0.02,0.02,2000
a1485767340,0.019,0.019,0.019,0.019,240
22,0.019,0.019,0.019,0.019,200
63,0.019,0.019,0.019,0.019,250000
270,0.018,0.018,0.018,0.018,250
"
