IVX
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484736360,37.46,37.46,37.46,37.46,300
58,37.47,37.47,37.47,37.47,5
184,37.15,37.4,37.15,37.4,860
188,37,37,37,37,75
189,36.51,36.51,36.51,36.51,29
215,36.3,36.3,36.3,36.3,115
322,35.94,35.94,35.94,35.94,250
a1484813040,36.3,36.3,36.3,36.3,50
159,36.3,36.505,36.3,36.505,689
a1484904060,36.2,36.2,36.2,36.2,300
59,35.9,36.2,35.9,36.2,200
a1485339960,35.59,35.595,35.59,35.595,220
a1485417900,34.08,34.08,34.08,34.08,200
57,35.02,35.02,35.02,35.02,50
66,35.2,35.2,35.2,35.2,50
131,35.4,35.4,35.395,35.395,1000
135,35.395,35.395,35.395,35.395,20
143,35.2,35.2,35.2,35.2,100
a1485528060,34.11,34.51,34.11,34.51,250
103,34.45,34.45,34.45,34.45,100
a1485765180,34.45,34.45,34.445,34.445,140
9,34.005,34.005,34.005,34.005,37
402,34.45,34.45,34.445,34.445,400
"
