BGH
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484667960,0.65,0.65,0.65,0.65,2500
a1484728020,0.66,0.66,0.66,0.66,200
44,0.65,0.65,0.65,0.65,3000
104,0.665,0.665,0.665,0.665,1000
217,0.665,0.665,0.665,0.665,700
a1484836980,0.67,0.67,0.67,0.67,3000
a1484899500,0.7,0.7,0.7,0.7,2000
267,0.719,0.719,0.719,0.719,3000
293,0.71,0.71,0.71,0.71,5000
346,0.72,0.72,0.72,0.72,3000
374,0.715,0.715,0.715,0.715,3000
a1485160860,0.71,0.71,0.71,0.71,3000
79,0.711,0.711,0.711,0.711,4000
231,0.715,0.715,0.715,0.715,2812
299,0.719,0.719,0.719,0.719,1000
a1485263640,0.73,0.73,0.725,0.725,7000
a1485335580,0.725,0.725,0.725,0.725,500
331,0.69,0.69,0.69,0.69,500
364,0.679,0.679,0.679,0.679,4000
a1485417900,0.7,0.7,0.7,0.7,400
a1485766860,0.64,0.64,0.64,0.64,3000
"
