B6K1
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484929440,0.54,0.54,0.54,0.54,4000
a1485441600,0.586,0.586,0.586,0.586,500
a1485528060,0.625,0.625,0.625,0.625,2500
a1485765240,0.65,0.65,0.65,0.65,3000
2,0.668,0.668,0.668,0.668,2000
9,0.669,0.669,0.669,0.669,2000
19,0.69,0.69,0.68,0.68,5000
35,0.73,0.73,0.69,0.69,15000
59,0.69,0.69,0.69,0.69,400
139,0.655,0.655,0.655,0.655,500
165,0.68,0.68,0.68,0.68,1000
297,0.68,0.68,0.68,0.68,1000
"
