AJ91
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484656080,7.751,7.751,7.751,7.751,50
119,7.75,7.75,7.75,7.75,58
a1484749080,7.949,7.949,7.949,7.949,38
a1484821080,7.7,7.7,7.7,7.7,200
a1484924520,7.751,7.751,7.751,7.751,250
59,7.751,7.751,7.751,7.751,100
60,7.95,7.95,7.944,7.944,2907
68,8.011,8.011,8.011,8.011,50
69,7.951,7.951,7.951,7.951,100
a1485165540,8.18,8.18,8.18,8.18,169
44,8.18,8.18,8.18,8.18,33
46,8.3,8.3,8.3,8.3,100
236,8.25,8.25,8.25,8.25,10
356,8.25,8.25,8.25,8.25,2630
367,8.449,8.449,8.449,8.449,1171
a1485245100,8.15,8.15,8.15,8.15,400
283,8.24,8.25,8.24,8.25,1362
398,8.3,8.3,8.3,8.3,230
a1485335460,8.32,8.32,8.32,8.32,270
407,8.32,8.32,8.32,8.32,182
"
