A5A
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640240,1.513,1.513,1.512,1.512,663
473,1.42,1.438,1.42,1.438,3400
a1484815860,1.464,1.464,1.464,1.464,150
a1484905860,1.502,1.502,1.501,1.501,300
117,1.505,1.505,1.504,1.504,2000
274,1.435,1.442,1.435,1.442,1000
a1485421200,1.437,1.437,1.437,1.437,100
a1485504300,1.55,1.55,1.55,1.55,1000
4,1.565,1.565,1.564,1.564,1050
29,1.575,1.575,1.565,1.565,400
454,1.573,1.573,1.572,1.572,550
"
