2NY2
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484642400,0.26,0.26,0.26,0.26,500
a1484828520,0.25,0.25,0.25,0.25,100
138,0.25,0.25,0.25,0.25,6000
a1484907360,0.19,0.25,0.19,0.25,5000
86,0.21,0.21,0.21,0.21,1000
209,0.245,0.245,0.245,0.245,500
a1485268500,0.21,0.21,0.21,0.21,1500
32,0.199,0.199,0.199,0.199,1250
40,0.175,0.199,0.175,0.199,5750
42,0.17,0.17,0.17,0.17,5750
81,0.17,0.17,0.17,0.17,1000
113,0.17,0.17,0.17,0.17,1749
a1485504300,0.227,0.227,0.227,0.227,2391
"
