W8A
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484648640,77.86,77.86,77.86,77.86,20
334,78.76,78.76,78.76,78.76,20
a1484819460,79.28,79.28,79.28,79.28,15
362,78.78,78.78,78.78,78.78,110
380,78.68,78.72,78.68,78.72,15
a1484926140,78.54,78.54,78.54,78.54,5
a1485158820,76.76,76.76,75.1,75.1,153
394,76.7,76.7,76.7,76.7,3
a1485342960,75.55,75.55,75.55,75.55,45
a1485435900,75.87,75.87,75.87,75.87,181
45,77.15,77.15,77.15,77.15,40
a1485523380,75.53,75.53,75.53,75.53,4
3,75.56,75.56,75.56,75.56,218
a1485763500,76.62,76.62,76.62,76.62,30
288,76.67,76.67,76.67,76.67,10
478,76.4,76.4,76.4,76.4,10
504,76,76,76,76,16
"
