WFS
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484650320,0.85,0.85,0.85,0.85,1000
a1484735160,0.85,0.85,0.85,0.85,1000
a1484813100,0.831,0.84,0.831,0.84,5400
2,0.84,0.84,0.84,0.84,2100
a1484929080,0.84,0.84,0.84,0.84,1200
a1485163680,0.811,0.826,0.811,0.826,5000
88,0.81,0.81,0.81,0.81,1720
367,0.775,0.795,0.775,0.795,6145
416,0.81,0.81,0.81,0.81,2200
a1485245100,0.8,0.8,0.8,0.8,10500
a1485331500,0.79,0.79,0.79,0.79,1600
"
