ADI1
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484655060,64.54,64.54,64.54,64.54,61
a1484813460,65.4,65.4,65.4,65.4,160
a1485351720,67.32,67.32,67.32,67.32,30
143,67.6,67.6,67.6,67.6,20
a1485507300,67.61,67.61,67.61,67.61,15
"
