DAM
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640180,52,52,52,52,50
5,51.4,51.41,51.4,51.41,110
23,52.2,52.2,52,52,136
24,52.2,52.2,52.2,52.2,64
250,52.2,52.2,52.2,52.2,42
315,52.2,52.2,52.2,52.2,9
427,52.2,52.2,52.2,52.2,50
a1484814540,51.4,51.4,51.4,51.4,50
237,51.94,51.94,51.94,51.94,22
346,51.95,51.95,51.95,51.95,5
439,51.4,51.4,51.4,51.4,207
a1485161460,51.4,51.41,51.4,51.41,34
185,51.92,51.92,51.92,51.92,4
301,51.91,51.91,51.91,51.91,20
365,51.4,51.41,51.4,51.41,1785
373,51.4,51.4,51.4,51.4,65
377,51.4,51.41,51.4,51.41,101
a1485244980,51.4,51.4,51.4,51.4,192
16,51.41,51.41,51.41,51.41,40
147,51.84,51.84,51.84,51.84,5
238,51.84,51.84,51.84,51.84,24
a1485351960,51.4,51.4,51.4,51.4,21
a1485442980,51.4,51.4,51.4,51.4,1461
9,51.4,51.4,51.4,51.4,191
87,51.4,51.4,51.4,51.4,285
a1485504180,51.4,51.4,51.4,51.4,102
33,51.79,51.79,51.79,51.79,4
78,51.79,51.79,51.79,51.79,17
426,51.4,51.4,51.4,51.4,200
a1485763380,51.2,51.2,51.2,51.2,100
60,51.74,51.74,51.74,51.74,17
87,51.74,51.74,51.74,51.74,4
192,51.4,51.4,51.4,51.4,337
408,51.4,51.4,51.39,51.4,766
"
