M11
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640900,0.08,0.08,0.08,0.08,2500
6,0.083,0.083,0.083,0.083,2400
293,0.083,0.083,0.083,0.083,5000
a1484833080,0.087,0.087,0.087,0.087,3000
169,0.085,0.085,0.085,0.085,3000
a1485160740,0.098,0.098,0.098,0.098,20000
135,0.099,0.099,0.099,0.099,6730
171,0.101,0.101,0.101,0.101,30000
242,0.099,0.099,0.099,0.099,26270
303,0.095,0.095,0.095,0.095,3500
317,0.095,0.095,0.095,0.095,5000
356,0.095,0.095,0.095,0.095,1500
364,0.095,0.095,0.095,0.095,5000
a1485763800,0.096,0.096,0.096,0.096,3000
8,0.097,0.097,0.097,0.097,2552
21,0.095,0.095,0.095,0.095,5500
191,0.091,0.091,0.091,0.091,2000
328,0.099,0.099,0.099,0.099,800
"
