XMY
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484650860,0.459,0.459,0.459,0.459,3000
310,0.46,0.46,0.459,0.459,4714
317,0.46,0.46,0.459,0.459,7700
a1484746980,0.47,0.47,0.47,0.47,1087
4,0.455,0.455,0.455,0.455,5000
108,0.451,0.451,0.451,0.451,140
a1484837580,0.451,0.451,0.451,0.451,1074
a1485158580,0.451,0.451,0.451,0.451,844
290,0.472,0.472,0.471,0.471,2222
413,0.48,0.48,0.472,0.472,1927
507,0.48,0.48,0.48,0.48,723
a1485331380,0.467,0.467,0.467,0.467,4000
57,0.485,0.485,0.485,0.485,1777
119,0.482,0.482,0.482,0.482,2729
199,0.482,0.482,0.482,0.482,846
205,0.482,0.482,0.482,0.482,1425
a1485447780,0.478,0.478,0.478,0.478,1610
a1485507780,0.477,0.478,0.477,0.478,8250
a1485766920,0.485,0.485,0.485,0.485,2625
110,0.477,0.485,0.477,0.485,43315
114,0.477,0.477,0.477,0.477,12310
125,0.479,0.479,0.479,0.479,849
447,0.467,0.468,0.467,0.468,20000
"
