TGR
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484658060,60.02,60.02,60.02,60.02,25
112,60.01,60.01,60.01,60.01,5
a1484728260,59.56,59.72,59.56,59.72,115
23,60,60,60,60,100
456,60.05,60.05,60.05,60.05,25
459,60.06,60.06,60.06,60.06,15
a1484814060,61.27,61.27,60.7,60.7,832
331,61.43,61.43,61.43,61.43,70
462,60.81,60.81,60.81,60.81,70
472,60.38,60.38,60.38,60.38,100
477,60.4,60.4,60.4,60.4,20
a1484927640,60.5,60.5,60.5,60.5,100
a1485158700,60.67,60.67,60.67,60.67,15
a1485271020,60.5,60.5,60.5,60.5,6
36,60.11,60.11,60.11,60.11,35
a1485417900,61.86,61.86,61.86,61.86,30
33,61.53,61.53,61.53,61.53,1
a1485767700,61.65,61.65,61.65,61.65,35
"
