SIEB
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484664240,117.3,117.3,117.3,117.3,6
19,115.7,115.7,115.7,115.7,35
a1484732940,115.2,115.2,115.2,115.2,10
a1484830380,115.75,115.75,115.75,115.75,150
a1484911260,116.2,116.2,116.2,116.2,55
a1485158460,116,116,116,116,55
6,115.3,115.3,115.3,115.3,50
a1485250740,117,117,117,117,40
161,117.7,117.7,117.7,117.7,40
a1485331260,118.75,118.75,118.75,118.75,50
14,117.7,117.7,117.7,117.7,50
89,119.2,119.2,119.2,119.2,200
91,119.2,119.2,119.2,119.2,200
94,119.2,119.2,119.2,119.2,400
95,119,119,119,119,200
a1485442800,120.3,120.3,120.3,120.3,500
a1485516960,120,120,120,120,180
"
