MDN
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484660880,17.45,17.45,17.45,17.45,86
1,17.49,17.49,17.49,17.49,86
6,17.45,17.45,17.45,17.45,48
41,17.33,17.33,17.33,17.33,75
150,17.495,17.495,17.495,17.495,11
a1484726580,17.25,17.25,17.25,17.25,380
248,17.445,17.445,17.445,17.445,37
285,17.45,17.45,17.445,17.445,1000
a1484812980,17.25,17.25,17.25,17.25,50
87,17.495,17.495,17.495,17.495,41
221,17.33,17.33,17.33,17.33,100
312,17.4,17.4,17.4,17.4,400
a1484920140,17.495,17.495,17.495,17.495,90
45,17.495,17.495,17.495,17.495,38
a1485161940,17.295,17.295,17.295,17.295,77
317,17.395,17.395,17.395,17.395,26
344,17.4,17.4,17.4,17.4,850
352,17.39,17.39,17.39,17.39,243
a1485245460,17.29,17.29,17.29,17.29,250
37,17.49,17.49,17.49,17.49,30
49,17.495,17.495,17.495,17.495,400
231,17.29,17.29,17.29,17.29,30
489,17.305,17.305,17.305,17.305,100
a1485331380,17.25,17.25,17.25,17.25,30
259,17.49,17.49,17.49,17.49,32
a1485420360,17.41,17.41,17.41,17.41,175
18,17.405,17.405,17.405,17.405,21
a1485783720,17.41,17.41,17.41,17.41,255
89,17.49,17.49,17.49,17.49,18
"
