BOY
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640300,6.124,6.124,6.124,6.124,830
1,6.111,6.111,6.111,6.111,7900
37,6.135,6.135,6.135,6.135,101
a1484726700,6.164,6.164,6.164,6.164,500
240,6.111,6.111,6.111,6.111,2692
241,6.111,6.111,6.111,6.111,1408
351,6.15,6.15,6.15,6.15,1000
a1484817480,6.11,6.11,6.11,6.11,802
1,6.11,6.11,6.11,6.11,598
261,6.141,6.141,6.141,6.141,11675
263,6.141,6.141,6.141,6.141,325
405,6.14,6.14,6.14,6.14,798
406,6.14,6.14,6.14,6.14,202
a1484899560,6.111,6.111,6.111,6.111,3060
1,6.111,6.111,6.111,6.111,8940
124,6.159,6.159,6.159,6.159,50
290,6.14,6.141,6.14,6.141,2031
a1485158700,6.061,6.061,6.061,6.061,1500
35,6.034,6.035,6.034,6.035,1084
52,6.047,6.047,6.046,6.046,2000
276,6.081,6.082,6.081,6.082,819
338,6.081,6.081,6.081,6.081,738
376,6.1,6.1,6.097,6.097,700
380,6.099,6.099,6.099,6.099,750
452,6.081,6.081,6.081,6.081,4262
a1485249840,6.18,6.18,6.18,6.18,1000
18,6.239,6.239,6.239,6.239,1000
234,6.192,6.192,6.192,6.192,715
338,6.23,6.232,6.23,6.232,3072
379,6.25,6.25,6.25,6.25,740
380,6.25,6.25,6.25,6.25,760
422,6.259,6.259,6.259,6.259,392
424,6.269,6.269,6.269,6.269,108
a1485332940,6.45,6.45,6.45,6.45,1233
123,6.43,6.43,6.43,6.43,191
204,6.44,6.444,6.44,6.444,3238
389,6.48,6.48,6.48,6.48,350
478,6.48,6.48,6.48,6.48,17000
479,6.494,6.494,6.494,6.494,2160
a1485417900,6.568,6.568,6.568,6.568,615
9,6.575,6.575,6.574,6.574,800
149,6.542,6.542,6.542,6.542,2285
176,6.544,6.544,6.544,6.544,160
360,6.446,6.446,6.446,6.446,16855
375,6.443,6.443,6.443,6.443,145
386,6.41,6.41,6.41,6.41,2184
398,6.41,6.41,6.41,6.41,3276
a1485504300,6.368,6.368,6.368,6.368,300
a1485763500,6.363,6.363,6.363,6.363,780
"
