NOTA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484643840,66.84,66.84,66.84,66.84,15
328,66.74,66.74,66.74,66.74,10
341,66.76,66.76,66.76,66.76,3
a1484818320,66.69,66.69,66.69,66.69,5
a1485172800,65.37,65.37,65.37,65.37,50
141,65.35,65.35,65.35,65.35,330
155,65.5,65.5,65.5,65.5,235
a1485247380,65.63,65.63,65.63,65.63,220
a1485337800,66.36,66.36,66.36,66.36,5
2,66.22,66.22,66.22,66.22,5
65,66.26,66.26,66.26,66.26,200
81,66.25,66.25,66.25,66.25,60
233,66.63,66.63,66.63,66.63,200
a1485441780,67.28,67.28,67.28,67.28,100
"
