B8A
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640300,63.99,63.99,63.99,63.99,6
235,63,63,63,63,50
a1484812980,63,63,63,63,4
342,63,63,63,63,60
a1485178320,63,63,62.97,62.97,320
a1485340080,62.89,62.89,62.89,62.89,7
203,61.82,61.83,61.82,61.83,249
a1485420720,61.98,61.98,61.98,61.98,50
321,61.98,61.98,61.98,61.98,1020
a1485517500,62.1,62.1,62.1,62.1,5
22,62.09,62.1,62.09,62.1,100
a1485764460,62.09,62.09,62.09,62.09,36
101,62.11,62.11,62.11,62.11,10
217,62.97,62.97,62.97,62.97,18
"
