AVES
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484647740,7.594,7.594,7.594,7.594,200
129,7.595,7.595,7.595,7.595,50
197,7.32,7.32,7.32,7.32,30
a1484745600,7.594,7.594,7.594,7.594,55
170,7.594,7.594,7.594,7.594,100
a1484828280,7.594,7.594,7.594,7.594,66
a1485158880,7.555,7.555,7.554,7.554,250
a1485245100,7.255,7.27,7.255,7.27,500
2,7.4,7.4,7.399,7.399,400
a1485425220,7.5,7.5,7.499,7.499,270
337,7.555,7.555,7.555,7.555,150
351,7.595,7.595,7.555,7.555,500
371,7.595,7.595,7.595,7.595,10
a1485504180,7.7,7.7,7.7,7.7,500
505,7.7,7.7,7.7,7.7,150
"
