FMK
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484643120,0.14,0.14,0.14,0.14,20000
a1484734560,0.14,0.14,0.14,0.14,17409
373,0.135,0.136,0.135,0.136,40000
a1484834340,0.135,0.135,0.135,0.135,15000
a1484902560,0.135,0.135,0.135,0.135,1600
449,0.131,0.132,0.131,0.132,60000
a1485172140,0.13,0.131,0.13,0.131,60000
2,0.13,0.13,0.13,0.13,2500
85,0.132,0.132,0.132,0.132,30000
158,0.132,0.132,0.132,0.132,18257
a1485269640,0.13,0.13,0.13,0.13,5000
a1485358560,0.132,0.132,0.132,0.132,6000
a1485508740,0.127,0.127,0.127,0.127,16667
247,0.129,0.129,0.129,0.129,20000
319,0.129,0.129,0.129,0.129,20000
"
