NK1A
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484651040,1.034,1.034,1.034,1.034,50
64,1.031,1.031,1.031,1.031,1500
a1484747100,1.018,1.018,1.018,1.018,1000
1,1.022,1.022,1.022,1.022,1000
a1484837820,0.997,0.997,0.997,0.997,100
1,0.997,0.997,0.997,0.997,100
4,1,1,1,1,45
5,1,1,1,1,1245
a1484925960,1.03,1.03,1.03,1.03,300
1,1.03,1.03,1.03,1.03,800
a1485168900,1.037,1.037,1.037,1.037,3000
a1485348060,1.002,1.002,1.002,1.002,1000
25,1.002,1.002,1.002,1.002,1100
"
