BWB
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484908440,1.95,1.95,1.95,1.95,1500
13,1.95,1.95,1.95,1.95,97
48,1.921,1.95,1.921,1.95,3709
a1485171180,1.89,1.89,1.89,1.89,250
7,1.87,1.88,1.87,1.88,956
78,1.87,1.87,1.87,1.87,1600
224,1.86,1.86,1.86,1.86,200
a1485265920,1.831,1.841,1.831,1.841,1258
a1485435000,1.94,1.94,1.93,1.93,1265
21,1.9,1.901,1.9,1.901,938
a1485515220,1.93,1.93,1.93,1.93,415
20,1.95,1.95,1.95,1.95,200
a1485767340,1.95,1.95,1.95,1.95,1000
"
