ELN
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484642280,4.7,4.701,4.7,4.701,7000
a1484746860,4.879,4.879,4.878,4.878,645
a1484828760,4.714,4.714,4.714,4.714,1000
63,4.798,4.798,4.798,4.798,400
114,4.8,4.8,4.7,4.7,1510
a1484899380,4.7,4.7,4.7,4.7,1070
24,4.699,4.699,4.699,4.699,10
38,4.7,4.7,4.699,4.699,218
357,4.7,4.7,4.699,4.699,1000
459,4.7,4.7,4.7,4.7,613
505,4.88,4.88,4.878,4.878,100
a1485158580,4.88,4.88,4.88,4.88,100
505,5,5,4.999,4.999,100
a1485246600,5,5,4.999,4.999,1100
a1485331380,5,5,5,5,200
68,5,5,5,5,390
156,5,5,5,5,110
296,5,5,5,5,838
436,5,5,5,5,2765
a1485417780,5.2,5.2,5.2,5.2,50
a1485527160,5.209,5.209,5.209,5.209,100
26,5.209,5.209,5.209,5.209,528
a1485767340,4.999,4.999,4.999,4.999,300
1,4.999,4.999,4.999,4.999,270
2,4.999,4.999,4.999,4.999,404
5,4.999,4.999,4.999,4.999,34
20,5.001,5.001,5.001,5.001,500
71,5.209,5.209,5.209,5.209,50
167,5.249,5.249,5.249,5.249,40
219,5.25,5.25,5.249,5.249,2180
246,5.3,5.3,5.3,5.3,50
"
