CVC1
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484648340,50.09,50.09,50.09,50.09,35
187,50.34,50.34,50.34,50.34,15
a1484729580,50.01,50.01,50.01,50.01,100
143,49.8,49.8,49.8,49.8,100
348,49.5,49.5,49.34,49.5,149
349,49.5,49.5,49.5,49.5,1
423,49.84,49.84,49.84,49.84,39
a1484822580,49.695,49.695,49.695,49.695,100
a1484900760,50.63,50.63,50.63,50.63,102
58,49.515,49.565,49.515,49.565,200
59,49.565,49.565,49.565,49.565,64
430,50.35,50.35,50.35,50.35,100
449,50.2,50.2,50.2,50.2,98
a1485158820,48.84,48.84,48.84,48.84,190
122,50.05,50.05,50.05,50.05,100
447,49.55,49.55,49.55,49.55,100
489,49.425,49.425,49.425,49.425,49
499,49.26,49.26,49.26,49.26,35
a1485245100,50.2,50.2,50.2,50.2,100
123,50.19,50.19,50.19,50.19,100
437,50.2,50.2,50.2,50.2,20
438,50.18,50.18,50.18,50.18,100
496,50.39,50.39,50.39,50.39,100
a1485350340,50.94,50.94,50.94,50.94,50
36,51,51,51,51,100
114,51.37,51.37,51.37,51.37,100
184,51.86,51.86,51.86,51.86,50
a1485424620,51.81,51.81,51.81,51.81,14
12,51.25,51.25,51.25,51.25,100
188,52.56,52.56,51.99,51.99,1138
191,52.4,52.4,52.4,52.4,299
192,52.4,52.4,52.4,52.4,139
245,53.01,53.01,53.01,53.01,100
338,53.37,53.37,53.37,53.37,100
339,53.31,53.31,53.31,53.31,64
343,53.24,53.24,53.24,53.24,24
346,53.22,53.22,53.22,53.22,12
353,53.19,53.19,53.19,53.19,150
a1485533760,52.63,52.63,52.63,52.63,100
a1485775380,51.87,51.87,51.87,51.87,122
"
