EV4
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640180,1.94,1.94,1.94,1.94,2
86,1.924,1.924,1.924,1.924,13
160,1.941,1.941,1.941,1.941,140
245,1.941,1.941,1.941,1.941,1809
250,1.93,1.93,1.93,1.93,40
271,1.944,1.944,1.944,1.944,189
291,1.944,1.944,1.944,1.944,86
295,1.943,1.943,1.943,1.943,97
354,1.947,1.947,1.947,1.947,426
370,1.948,1.948,1.948,1.948,114
a1484726580,1.922,1.922,1.92,1.92,699
52,1.922,1.922,1.922,1.922,1410
57,1.928,1.928,1.928,1.928,653
68,1.924,1.924,1.924,1.924,4
89,1.915,1.915,1.915,1.915,1000
223,1.915,1.915,1.915,1.915,100
227,1.931,1.931,1.931,1.931,506
455,1.915,1.915,1.915,1.915,603
a1484812980,1.94,1.94,1.94,1.94,5000
111,1.923,1.923,1.923,1.923,4
131,1.938,1.938,1.938,1.938,91
165,1.921,1.921,1.921,1.921,1
170,1.921,1.921,1.921,1.921,16
198,1.936,1.936,1.936,1.936,529
478,1.92,1.92,1.92,1.92,518
a1484899380,1.906,1.906,1.905,1.905,344
4,1.934,1.934,1.934,1.934,96
13,1.915,1.915,1.915,1.915,377
26,1.916,1.916,1.916,1.916,9
215,1.92,1.92,1.92,1.92,1000
255,1.91,1.91,1.91,1.91,12
316,1.905,1.906,1.905,1.906,6389
388,1.915,1.915,1.915,1.915,800
409,1.905,1.905,1.905,1.905,4
470,1.905,1.905,1.905,1.905,7
474,1.905,1.905,1.905,1.905,21
a1485158580,1.9,1.9,1.9,1.9,4066
21,1.9,1.9,1.9,1.9,5000
37,1.9,1.9,1.9,1.9,2387
73,1.883,1.883,1.883,1.883,14
114,1.896,1.896,1.896,1.896,245
124,1.896,1.896,1.896,1.896,4689
127,1.896,1.896,1.896,1.896,2202
186,1.898,1.898,1.898,1.898,500
215,1.897,1.897,1.897,1.897,498
330,1.897,1.897,1.897,1.897,100
a1485244980,1.886,1.886,1.886,1.886,53
40,1.891,1.891,1.891,1.891,1020
84,1.9,1.9,1.9,1.9,1000
103,1.896,1.896,1.896,1.896,17
130,1.901,1.901,1.901,1.901,1079
131,1.901,1.901,1.901,1.901,1462
145,1.9,1.9,1.9,1.9,2146
146,1.894,1.895,1.894,1.895,313
147,1.896,1.896,1.896,1.896,176
154,1.894,1.894,1.894,1.894,2000
155,1.895,1.895,1.895,1.895,2891
177,1.896,1.896,1.896,1.896,892
178,1.896,1.896,1.896,1.896,551
345,1.895,1.895,1.895,1.895,463
416,1.893,1.893,1.893,1.893,21
a1485331380,1.892,1.892,1.892,1.892,53
19,1.909,1.909,1.909,1.909,144
31,1.9,1.9,1.9,1.9,600
67,1.9,1.901,1.9,1.901,2900
128,1.9,1.9,1.9,1.9,2100
132,1.905,1.905,1.905,1.905,528
152,1.896,1.896,1.896,1.896,9
180,1.905,1.905,1.905,1.905,1028
326,1.92,1.92,1.909,1.909,5000
471,1.91,1.91,1.91,1.91,2000
a1485417780,1.915,1.915,1.915,1.915,20
13,1.894,1.894,1.894,1.894,9
33,1.894,1.894,1.894,1.894,160
34,1.894,1.894,1.894,1.894,1250
60,1.893,1.893,1.893,1.893,30
82,1.9,1.9,1.9,1.9,502
89,1.9,1.9,1.9,1.9,26
107,1.9,1.9,1.9,1.9,1000
112,1.9,1.9,1.9,1.9,642
118,1.9,1.9,1.9,1.9,630
159,1.9,1.9,1.9,1.9,1845
171,1.894,1.894,1.894,1.894,623
196,1.894,1.894,1.894,1.894,110
218,1.894,1.894,1.894,1.894,12517
227,1.894,1.894,1.894,1.894,250
239,1.908,1.908,1.908,1.908,472
255,1.894,1.894,1.894,1.894,560
328,1.914,1.914,1.914,1.914,144
393,1.91,1.91,1.91,1.91,1250
438,1.894,1.894,1.894,1.894,2
471,1.894,1.894,1.894,1.894,2
a1485504180,1.9,1.9,1.9,1.9,102
30,1.892,1.893,1.892,1.893,2500
61,1.909,1.909,1.909,1.909,764
127,1.911,1.911,1.911,1.911,500
139,1.902,1.902,1.902,1.902,27
147,1.911,1.911,1.911,1.911,151
177,1.9,1.9,1.9,1.9,1000
224,1.9,1.9,1.9,1.9,1109
255,1.9,1.9,1.9,1.9,260
286,1.897,1.897,1.897,1.897,161
304,1.897,1.897,1.897,1.897,6
330,1.897,1.897,1.897,1.897,4120
341,1.897,1.897,1.897,1.897,258
473,1.896,1.897,1.896,1.897,247
499,1.896,1.896,1.896,1.896,245
a1485763380,1.91,1.919,1.91,1.919,329
1,1.918,1.918,1.918,1.918,61
63,1.91,1.91,1.91,1.91,1141
93,1.91,1.91,1.91,1.91,10
151,1.91,1.91,1.91,1.91,41
152,1.91,1.91,1.91,1.91,8412
176,1.92,1.92,1.914,1.914,6975
179,1.935,1.935,1.935,1.935,3360
190,1.923,1.923,1.923,1.923,136
204,1.923,1.923,1.923,1.923,500
205,1.923,1.923,1.923,1.923,13
250,1.942,1.942,1.942,1.942,158
330,1.916,1.916,1.916,1.916,6
345,1.91,1.915,1.91,1.915,9500
357,1.901,1.901,1.901,1.901,500
370,1.901,1.901,1.901,1.901,522
379,1.901,1.901,1.901,1.901,9
444,1.9,1.9,1.9,1.9,109
506,1.9,1.9,1.9,1.9,453
"
