STE
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640480,0.169,0.169,0.169,0.169,2222
98,0.157,0.157,0.157,0.157,2222
424,0.133,0.157,0.133,0.157,2948
426,0.133,0.133,0.133,0.133,2570
493,0.191,0.191,0.191,0.191,3800
a1484918820,0.14,0.14,0.14,0.14,500
99,0.17,0.17,0.17,0.17,2500
a1485159780,0.203,0.203,0.17,0.17,2930
267,0.21,0.21,0.203,0.203,4722
270,0.289,0.289,0.289,0.289,78
431,0.199,0.199,0.199,0.199,2200
451,0.187,0.187,0.187,0.187,2222
a1485247440,0.235,0.235,0.235,0.235,2000
14,0.26,0.26,0.237,0.237,2250
15,0.218,0.218,0.218,0.218,2222
a1485417780,0.172,0.172,0.172,0.172,1
a1485505140,0.2,0.2,0.2,0.2,500
1,0.168,0.168,0.168,0.168,1000
17,0.222,0.222,0.222,0.222,1585
48,0.2,0.2,0.2,0.2,1000
49,0.222,0.222,0.222,0.222,3530
51,0.25,0.25,0.25,0.25,70
413,0.224,0.224,0.224,0.224,2195
"
