ERCG
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640420,5.611,5.611,5.611,5.611,1000
3,5.62,5.62,5.62,5.62,322
4,5.62,5.62,5.62,5.62,178
242,5.69,5.69,5.69,5.69,300
308,5.709,5.709,5.709,5.709,768
309,5.709,5.709,5.709,5.709,432
a1484747160,5.67,5.67,5.67,5.67,300
a1484842140,5.52,5.52,5.52,5.52,150
a1484910540,5.55,5.55,5.55,5.55,87
10,5.55,5.55,5.55,5.55,349
55,5.55,5.55,5.55,5.55,214
259,5.57,5.57,5.57,5.57,200
a1485171480,5.5,5.5,5.5,5.5,100
196,5.401,5.401,5.401,5.401,100
a1485273420,5.53,5.53,5.53,5.53,200
968,5.521,5.521,5.521,5.521,2930
976,5.522,5.522,5.522,5.522,254
977,5.52,5.52,5.52,5.52,602
978,5.52,5.52,5.52,5.52,214
a1485349500,5.53,5.53,5.53,5.53,200
a1485422220,5.701,5.701,5.701,5.701,280
349,5.675,5.675,5.675,5.675,100
364,5.65,5.65,5.65,5.65,450
385,5.62,5.62,5.62,5.62,287
386,5.63,5.63,5.63,5.63,121
417,5.743,5.743,5.743,5.743,280
a1485504300,5.683,5.683,5.683,5.683,20
5,5.6,5.6,5.6,5.6,44
6,5.6,5.6,5.6,5.6,136
69,5.594,5.594,5.594,5.594,400
82,5.457,5.457,5.457,5.457,150
464,5.637,5.637,5.637,5.637,180
a1485786900,5.492,5.492,5.492,5.492,40
"
