AE9
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484813220,42.65,42.65,42.65,42.65,300
416,42.52,42.52,42.52,42.52,70
469,42.435,42.435,42.435,42.435,240
a1484926980,42.81,42.81,42.81,42.81,381
a1485158700,43.5,43.5,43.5,43.5,100
a1485331500,44.2,44.2,44.2,44.2,70
33,43.75,43.75,43.75,43.75,350
51,43.56,43.56,43.56,43.56,450
337,44.095,44.095,44.095,44.095,500
398,42.88,42.88,42.88,42.88,22
a1485763500,42.61,42.61,42.61,42.61,100
"
