NNS
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484648160,1.19,1.19,1.19,1.19,2500
141,1.172,1.172,1.172,1.172,1125
166,1.171,1.172,1.171,1.172,2991
a1484752140,1.16,1.161,1.16,1.161,2500
a1484830980,1.19,1.19,1.19,1.19,500
a1484910240,1.19,1.19,1.19,1.19,166
157,1.16,1.161,1.16,1.161,3000
281,1.16,1.16,1.16,1.16,300
a1485250800,1.19,1.19,1.19,1.19,878
a1485332520,1.19,1.19,1.19,1.19,1622
a1485417780,1.16,1.16,1.16,1.16,300
a1485506220,1.16,1.16,1.16,1.16,1500
44,1.16,1.16,1.16,1.16,150
a1485784920,1.154,1.154,1.154,1.154,500
"
