K1R
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640240,15.09,15.09,15.085,15.085,225
a1484730000,15.225,15.225,15.225,15.225,1
a1485249000,16.5,16.5,16.5,16.5,50
2,16.805,16.805,16.805,16.805,82
199,17.53,17.53,17.53,17.53,100
204,18,18,18,18,50
216,17.94,17.94,17.94,17.94,700
234,17.94,17.94,17.935,17.935,289
427,17.655,17.655,17.655,17.655,95
a1485418200,18.87,18.87,18.87,18.87,189
115,19.2,19.2,19.2,19.2,25
142,19.5,19.5,19.5,19.5,100
150,20,20,20,20,150
225,20,20,20,20,29
262,20,20,20,20,25
267,20.25,20.25,20,20,200
268,19.91,19.915,19.91,19.915,790
a1485504180,20.05,20.05,20.05,20.05,50
67,18.88,18.885,18.88,18.885,106
177,19.3,19.3,19.295,19.295,790
a1485763500,20,20,20,20,50
1,20.1,20.1,20.095,20.095,500
69,19.95,19.95,19.95,19.95,700
81,20.15,20.15,20.15,20.15,70
314,19.72,20,19.72,20,238
316,19.25,19.25,19.25,19.25,362
434,19.7,19.7,19.695,19.7,328
"
