WEG1
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640180,6.4,6.4,6.4,6.4,385
2,6.399,6.399,6.399,6.399,59
123,6.399,6.399,6.399,6.399,220
292,6.35,6.35,6.35,6.35,200
a1484738280,6.394,6.394,6.393,6.393,348
82,6.394,6.394,6.394,6.394,189
85,6.394,6.394,6.394,6.394,50
170,6.35,6.35,6.35,6.35,894
224,6.35,6.35,6.35,6.35,1149
a1484826000,6.394,6.394,6.394,6.394,150
54,6.4,6.4,6.394,6.394,570
145,6.4,6.4,6.4,6.4,45
229,6.4,6.4,6.4,6.4,10
232,6.4,6.4,6.4,6.4,180
a1484918940,6.351,6.351,6.351,6.351,24
69,6.351,6.351,6.351,6.351,518
92,6.4,6.4,6.4,6.4,152
102,6.4,6.4,6.4,6.4,36
148,6.4,6.4,6.4,6.4,5555
157,6.351,6.351,6.351,6.351,19
a1485180840,6.35,6.35,6.35,6.35,550
1,6.35,6.35,6.35,6.35,2994
38,6.35,6.35,6.35,6.35,667
39,6.399,6.399,6.399,6.399,37
65,6.35,6.35,6.35,6.35,158
a1485247380,6.301,6.301,6.301,6.301,1000
5,6.301,6.301,6.301,6.301,1200
149,6.35,6.35,6.35,6.35,157
233,6.35,6.35,6.35,6.35,37
298,6.35,6.35,6.35,6.35,166
a1485335640,6.35,6.35,6.35,6.35,1500
66,6.301,6.301,6.301,6.301,1800
67,6.301,6.301,6.301,6.301,3200
126,6.35,6.35,6.35,6.35,145
139,6.35,6.35,6.35,6.35,34
a1485417780,6.35,6.35,6.35,6.35,10
27,6.35,6.35,6.35,6.35,153
94,6.345,6.345,6.345,6.345,36
320,6.329,6.329,6.329,6.329,1000
328,6.33,6.33,6.33,6.33,200
480,6.35,6.35,6.35,6.35,603
a1485506100,6.35,6.351,6.35,6.351,1612
46,6.35,6.35,6.35,6.35,138
91,6.35,6.35,6.35,6.35,32
129,6.35,6.35,6.35,6.35,1218
175,6.35,6.351,6.35,6.351,1000
467,6.409,6.409,6.409,6.409,890
473,6.409,6.409,6.409,6.409,110
a1485767820,6.41,6.41,6.41,6.41,100
28,6.41,6.41,6.41,6.41,34
63,6.41,6.41,6.41,6.41,146
168,6.41,6.41,6.41,6.41,217
313,6.41,6.41,6.41,6.41,142
433,6.41,6.41,6.41,6.41,537
"
