DCH1
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640300,54.51,54.51,54.51,54.51,40
184,54.14,54.14,54.14,54.14,167
222,53.71,54,53.71,54,135
225,54.08,54.08,54.08,54.08,90
385,53.81,53.81,53.81,53.81,10
473,53.47,53.47,53.47,53.47,70
a1484744640,54.33,54.33,54.33,54.33,37
22,53.76,53.76,53.76,53.76,200
36,54.32,54.32,54.32,54.32,45
95,53.6,53.6,53.6,53.6,15
183,53.71,53.71,53.71,53.71,98
190,53.67,53.67,53.67,53.67,5
a1484819400,54.1,54.1,54.1,54.1,50
39,54.46,54.46,54.24,54.24,280
42,54.15,54.15,54.15,54.15,63
376,53.93,53.94,53.93,53.94,170
a1484901180,53.57,53.57,53.57,53.57,25
118,53.87,53.87,53.87,53.87,57
220,54,54,54,54,20
373,53.89,53.89,53.89,53.89,37
a1485158700,53,53,53,53,115
89,53.68,53.68,53.68,53.68,15
a1485245100,53,53,53,53,50
181,53.7,53.7,53.55,53.55,100
279,53,53.1,53,53.1,138
341,53.1,53.1,53.1,53.1,150
403,54.12,54.12,54.12,54.12,100
404,54.12,54.12,54.12,54.12,50
a1485333900,55.78,56.19,55.78,56.19,449
52,56.05,56.05,56.05,56.05,90
205,55.88,55.88,55.87,55.87,360
233,55.84,55.84,55.84,55.84,50
364,55.77,55.77,55.77,55.77,199
374,55.73,55.73,55.72,55.72,445
440,55.71,55.71,55.71,55.71,1
a1485417900,56,56,56,56,300
3,56,56,56,56,400
23,56.68,56.68,56.68,56.68,50
78,56.72,56.72,56.72,56.72,100
226,57,57,57,57,6
249,57,57,57,57,69
392,56.74,56.74,56.74,56.74,65
408,57,57,57,57,40
409,57.13,57.13,57.13,57.13,13
459,57.6,57.6,57.6,57.6,92
460,57.6,57.6,57.6,57.6,18
492,57.57,57.57,57.57,57.57,92
493,57.6,57.6,57.6,57.6,542
494,57.6,57.6,57.6,57.6,458
a1485505260,57.01,57.01,57.01,57.01,60
2,57,57,57,57,67
96,56.96,57,56.96,57,962
a1485782700,57.4,57.4,57.4,57.4,110
59,57.23,57.23,57.22,57.22,150
72,56.8,56.8,56.8,56.8,24
80,56.52,56.54,56.52,56.54,160
116,56.6,56.64,56.6,56.64,84
142,56.26,56.33,56.26,56.33,191
162,56.38,56.38,56.38,56.38,10
179,56.33,56.33,56.33,56.33,100
"
