CFC
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484657160,0.62,0.62,0.619,0.619,2500
169,0.619,0.619,0.619,0.619,1000
a1484734020,0.618,0.618,0.618,0.618,1405
5,0.618,0.618,0.618,0.618,1370
52,0.617,0.617,0.617,0.617,800
62,0.59,0.59,0.59,0.59,6000
a1484901360,0.604,0.604,0.604,0.604,2000
a1485174540,0.57,0.57,0.57,0.57,165
145,0.569,0.57,0.569,0.57,2500
a1485419340,0.564,0.564,0.564,0.564,2000
5,0.569,0.569,0.568,0.568,7129
6,0.569,0.569,0.569,0.569,3000
42,0.57,0.57,0.569,0.569,5000
310,0.57,0.57,0.57,0.57,450
a1485789300,0.54,0.54,0.54,0.54,1200
48,0.55,0.55,0.549,0.549,6602
"
