TLA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640300,0.15,0.15,0.15,0.15,6000
a1484726700,0.145,0.145,0.145,0.145,1000
309,0.14,0.14,0.14,0.14,4000
429,0.135,0.135,0.135,0.135,10000
a1484905620,0.14,0.14,0.14,0.14,5000
70,0.14,0.14,0.14,0.14,1000
a1485161640,0.149,0.149,0.149,0.149,10000
a1485254400,0.153,0.153,0.153,0.153,555
a1485358020,0.148,0.148,0.148,0.148,5000
a1485418200,0.153,0.153,0.143,0.143,32482
a1485506580,0.162,0.162,0.162,0.162,15000
88,0.157,0.157,0.157,0.157,15500
144,0.163,0.163,0.162,0.162,25000
371,0.155,0.155,0.155,0.155,12500
a1485793080,0.155,0.155,0.155,0.155,2000
"
