2IV
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484669460,3.531,3.531,3.531,3.531,200
2,3.524,3.524,3.524,3.524,200
a1484756880,3.59,3.59,3.59,3.59,4735
a1484909940,3.45,3.45,3.45,3.45,5400
35,3.435,3.435,3.435,3.435,15
267,3.461,3.461,3.461,3.461,600
286,3.449,3.449,3.449,3.449,600
a1485274440,3.422,3.422,3.422,3.422,50
a1485420300,3.5,3.5,3.5,3.5,1000
245,3.383,3.383,3.383,3.383,65
312,3.47,3.47,3.47,3.47,300
a1485772740,3.402,3.402,3.402,3.402,18
"
