PRA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484652240,0.004,0.004,0.004,0.004,25
301,0.005,0.005,0.005,0.005,95771
a1484726580,0.003,0.003,0.003,0.003,60
8,0.005,0.005,0.005,0.005,1
22,0.004,0.004,0.004,0.004,36584
181,0.003,0.003,0.003,0.003,10000
186,0.003,0.003,0.003,0.003,10000
a1484816100,0.003,0.003,0.003,0.003,1000
288,0.003,0.003,0.003,0.003,2700
305,0.003,0.003,0.003,0.003,4000
433,0.003,0.003,0.003,0.003,2389125
436,0.003,0.003,0.003,0.003,2000
a1484899620,0.004,0.004,0.004,0.004,22000
1,0.004,0.004,0.004,0.004,28000
5,0.004,0.004,0.004,0.004,91229
18,0.003,0.003,0.003,0.003,1000
134,0.003,0.003,0.003,0.003,200
248,0.003,0.003,0.003,0.003,200
282,0.004,0.004,0.004,0.004,30771
a1485158640,0.005,0.005,0.005,0.005,3000
106,0.003,0.003,0.003,0.003,632
108,0.003,0.003,0.003,0.003,1000
154,0.003,0.003,0.003,0.003,40950
a1485247440,0.004,0.004,0.004,0.004,15000
141,0.004,0.004,0.004,0.004,82
280,0.004,0.004,0.004,0.004,2500
410,0.004,0.004,0.004,0.004,20000
a1485331380,0.005,0.005,0.005,0.005,150000
28,0.005,0.005,0.005,0.005,40000
64,0.004,0.004,0.004,0.004,266174
a1485420480,0.004,0.004,0.004,0.004,17994
337,0.003,0.003,0.003,0.003,4670
366,0.005,0.005,0.005,0.005,300000
a1485509100,0.005,0.005,0.005,0.005,300
4,0.005,0.005,0.005,0.005,10000
5,0.005,0.005,0.005,0.005,10000
90,0.005,0.005,0.005,0.005,30000
124,0.004,0.004,0.004,0.004,10
135,0.005,0.005,0.005,0.005,20000
158,0.005,0.005,0.005,0.005,5050
263,0.004,0.004,0.004,0.004,7332
339,0.004,0.004,0.004,0.004,150
a1485766200,0.005,0.005,0.005,0.005,30000
71,0.005,0.005,0.005,0.005,10000
262,0.003,0.003,0.003,0.003,100
298,0.005,0.005,0.005,0.005,1000
299,0.004,0.004,0.004,0.004,181557
301,0.004,0.004,0.004,0.004,20000
316,0.003,0.003,0.003,0.003,1000
319,0.004,0.004,0.004,0.004,1000
346,0.004,0.004,0.004,0.004,6001
359,0.004,0.004,0.004,0.004,100000
376,0.004,0.004,0.004,0.004,242552
"
