OAL
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484742780,0.249,0.249,0.249,0.249,200
134,0.249,0.249,0.249,0.249,100
a1484834820,0.241,0.241,0.241,0.241,120
a1484922660,0.239,0.239,0.239,0.239,180
a1485184500,0.2,0.2,0.2,0.2,2000
3,0.13,0.13,0.13,0.13,4788
a1485245220,0.19,0.19,0.19,0.19,500
268,0.11,0.11,0.11,0.11,1000
434,0.175,0.175,0.175,0.175,200
a1485331500,0.18,0.18,0.18,0.18,100
27,0.19,0.19,0.189,0.189,3037
29,0.24,0.24,0.24,0.24,25463
60,0.229,0.229,0.229,0.229,200
88,0.242,0.242,0.242,0.242,30027
a1485430920,0.238,0.238,0.238,0.238,150
a1485504300,0.244,0.244,0.244,0.244,100
419,0.239,0.239,0.239,0.239,100
423,0.239,0.239,0.239,0.239,200
a1485763560,0.2,0.2,0.2,0.2,599
430,0.239,0.239,0.239,0.239,380
"
