DRG
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484729100,6.81,6.81,6.81,6.81,650
348,6.82,6.82,6.82,6.82,1296
349,6.84,6.84,6.84,6.84,1472
a1484841960,6.8,6.8,6.8,6.8,261
a1485274080,6.76,6.76,6.76,6.76,4500
a1485417900,6.86,6.86,6.86,6.86,100
401,6.94,6.94,6.94,6.94,500
421,6.95,6.95,6.95,6.95,1430
a1485514500,6.94,6.94,6.94,6.94,1250
14,6.92,6.92,6.92,6.92,4500
221,6.88,6.88,6.88,6.88,2000
227,6.85,6.85,6.85,6.85,4000
265,6.83,6.83,6.83,6.83,2500
266,6.85,6.85,6.85,6.85,250
"
