LHAB
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484649720,11.93,11.93,11.93,11.93,500
1,11.95,11.95,11.95,11.95,300
301,11.88,11.88,11.88,11.88,400
a1484731320,11.785,11.785,11.785,11.785,1000
67,11.56,11.56,11.56,11.56,200
150,11.705,11.705,11.705,11.705,300
a1484839440,11.82,11.82,11.82,11.82,530
a1484906400,11.83,11.83,11.83,11.83,300
10,12.305,12.305,12.305,12.305,400
35,12.12,12.12,12.12,12.12,1774
a1485246540,12.03,12.03,12.03,12.03,1300
a1485344280,12.5,12.5,12.5,12.5,1750
187,12.645,12.645,12.645,12.645,40
a1485430680,12.555,12.555,12.555,12.555,1000
40,12.51,12.51,12.51,12.51,200
a1485508620,12.81,12.81,12.81,12.81,400
5,12.81,12.81,12.81,12.81,400
8,12.86,12.86,12.86,12.86,1000
178,12.745,12.745,12.745,12.745,100
203,12.8,12.8,12.8,12.8,200
263,12.745,12.745,12.745,12.745,100
"
