MOS
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484666940,20.64,20.64,20.64,20.64,55
37,20.665,20.665,20.665,20.665,67
a1484727480,20.72,20.725,20.72,20.725,679
93,20.815,20.815,20.815,20.815,1731
467,20.885,20.885,20.86,20.86,960
476,20.895,20.895,20.895,20.895,103
a1484813100,20.925,20.925,20.925,20.925,10
a1484903940,20.755,20.755,20.755,20.755,57
a1485161340,21.01,21.01,20.985,20.985,679
9,20.96,20.96,20.96,20.96,299
11,20.955,20.955,20.955,20.955,100
212,20.93,20.93,20.93,20.93,111
280,21.15,21.15,21.15,21.15,144
443,20.995,20.995,20.995,20.995,144
a1485264060,21.01,21.01,20.98,20.98,223
170,20.955,20.955,20.955,20.955,1
a1485340800,21.185,21.185,21.185,21.185,70
a1485763500,21.045,21.045,21.045,21.045,150
"
