MYRK
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484661540,6.556,6.556,6.556,6.556,166
90,6.56,6.56,6.56,6.56,500
a1484728080,6.568,6.568,6.567,6.567,1500
24,6.505,6.505,6.505,6.505,700
436,6.5,6.5,6.5,6.5,3238
468,6.5,6.5,6.5,6.5,50
a1484899380,6.5,6.5,6.5,6.5,12
2,6.5,6.5,6.5,6.5,368
19,6.541,6.541,6.541,6.541,1000
135,6.5,6.5,6.5,6.5,170
172,6.5,6.5,6.5,6.5,300
459,6.51,6.51,6.51,6.51,162
488,6.533,6.533,6.533,6.533,87
a1485188820,6.549,6.549,6.549,6.549,50
a1485343920,6.55,6.55,6.54,6.54,600
208,6.551,6.551,6.551,6.551,50
a1485428700,6.55,6.55,6.55,6.55,400
171,6.5,6.51,6.5,6.51,1901
a1485513120,6.75,6.75,6.75,6.75,4200
6,6.639,6.639,6.639,6.639,449
7,6.639,6.639,6.639,6.639,224
305,6.75,6.75,6.749,6.749,2900
352,6.749,6.749,6.749,6.749,50
a1485763320,6.6,6.6,6.6,6.6,81
504,6.608,6.608,6.608,6.608,100
"
