OBS
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484641860,4.019,4.019,4.019,4.019,80
4,4,4,4,4,162
467,4,4,4,4,80
a1484726580,4,4,3.95,3.95,870
82,4.125,4.125,4.099,4.099,2187
474,4.098,4.098,4.098,4.098,162
a1484812980,4.09,4.09,4.09,4.09,203
a1484904720,4.05,4.05,4.05,4.05,181
395,4.05,4.05,4.049,4.049,16962
396,4.1,4.1,4.097,4.097,4010
a1485158580,4,4,4,4,250
30,4.058,4.058,4.058,4.058,100
208,4.25,4.25,4.18,4.18,752
210,4.39,4.39,4.39,4.39,3248
a1485247320,4.27,4.27,4.27,4.27,508
3,4.25,4.25,4.249,4.249,1150
51,4.25,4.25,4.25,4.25,37
a1485341700,4.25,4.25,4.25,4.25,507
179,4.25,4.25,4.25,4.25,1000
209,4.25,4.25,4.25,4.25,242
a1485418860,4.39,4.39,4.389,4.389,2672
36,4.39,4.39,4.39,4.39,520
a1485505080,4.48,4.48,4.48,4.48,3000
118,4.47,4.471,4.47,4.471,544
201,4.47,4.47,4.47,4.47,10
278,4.47,4.47,4.47,4.47,180
a1485763380,4.471,4.471,4.47,4.47,545
197,4.5,4.5,4.5,4.5,500
256,4.5,4.5,4.5,4.5,579
"
