WSV2
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640300,22.65,22.65,22.65,22.65,400
121,22.52,22.52,22.52,22.52,46
142,22.55,22.55,22.545,22.545,375
198,22.42,22.42,22.42,22.42,200
229,22.355,22.355,22.355,22.355,435
285,22.41,22.41,22.41,22.41,210
489,22.43,22.43,22.43,22.43,645
a1484813100,22.5,22.5,22.5,22.5,50
357,22.595,22.595,22.565,22.565,210
481,22.47,22.47,22.47,22.47,33
500,22.5,22.5,22.5,22.5,1000
a1484899860,22.425,22.425,22.425,22.425,200
67,22.6,22.6,22.6,22.6,150
94,22.465,22.465,22.465,22.465,100
400,22.4,22.4,22.4,22.4,2498
a1485162600,22.295,22.295,22.295,22.295,10
248,22.425,22.43,22.425,22.43,370
351,22.62,22.62,22.62,22.62,165
a1485245100,22.385,22.385,22.385,22.385,20
46,22.59,22.59,22.585,22.585,300
180,22.695,22.695,22.695,22.695,1
182,22.78,22.78,22.715,22.715,407
183,22.85,22.85,22.85,22.85,200
358,22.815,22.815,22.815,22.815,300
488,22.705,22.705,22.705,22.705,550
496,22.66,22.66,22.66,22.66,126
a1485334620,22.98,22.98,22.98,22.98,200
6,22.99,22.99,22.99,22.99,200
9,22.99,22.99,22.99,22.99,209
11,22.99,22.99,22.99,22.99,141
26,23.085,23.085,23.085,23.085,300
94,23.305,23.305,23.305,23.305,150
97,23.315,23.315,23.315,23.315,200
125,23.385,23.385,23.385,23.385,1200
137,23.3,23.3,23.3,23.3,140
277,23.445,23.445,23.415,23.415,409
294,23.4,23.4,23.4,23.4,120
333,23.585,23.585,23.575,23.575,1000
370,23.53,23.53,23.53,23.53,60
371,23.53,23.54,23.53,23.54,200
432,23.635,23.685,23.635,23.655,1549
449,23.53,23.53,23.53,23.53,149
450,23.53,23.53,23.53,23.53,239
a1485420120,23.655,23.655,23.625,23.625,209
29,23.53,23.545,23.53,23.545,209
34,23.62,23.62,23.62,23.62,150
65,23.51,23.53,23.51,23.53,209
99,23.5,23.5,23.435,23.435,209
204,23.45,23.45,23.45,23.45,2500
206,23.465,23.465,23.46,23.46,100
264,23.43,23.43,23.43,23.43,250
404,23.285,23.3,23.285,23.3,209
407,23.25,23.25,23.25,23.25,225
422,23.21,23.21,23.21,23.21,84
a1485504300,23.24,23.24,23.24,23.24,31
34,23.15,23.15,23.145,23.145,100
120,23.115,23.115,23.115,23.115,172
137,23.025,23.025,23.025,23.025,418
150,23.06,23.06,23.06,23.06,100
281,22.98,23.01,22.98,23.01,105
a1485773160,22.71,22.71,22.71,22.71,200
5,22.755,22.755,22.755,22.755,100
"
