SAPA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484642700,83.75,83.75,83.75,83.75,12
405,83.99,83.99,83.99,83.99,24
a1484726640,84,84,84,84,100
a1484812860,83.33,83.33,83.33,83.33,2
a1484899260,84.96,84.96,84.96,84.96,1
71,83.92,83.92,83.92,83.92,15
183,84.14,84.14,84.14,84.14,7
486,84.2,84.2,84.2,84.2,20
a1485158640,83.65,83.65,83.65,83.65,13
249,83.87,83.87,83.87,83.87,30
a1485249960,82.78,82.78,82.78,82.78,50
113,83.38,83.38,83.38,83.38,100
a1485331260,85.01,85.01,85.01,85.01,90
137,84.62,84.62,84.62,84.62,60
a1485444960,85.4,85.4,85.4,85.4,12
a1485506280,85.34,85.34,85.34,85.34,15
140,85,85,85,85,71
305,85.4,85.4,85.4,85.4,71
a1485763260,86.02,86.02,86.02,86.02,95
36,85.49,85.49,85.49,85.49,20
74,85.42,85.42,85.42,85.42,58
164,85.37,85.37,85.37,85.37,58
"
